perturbation,cell_line,dose_value,time,n_cells,scaffold,smiles
Resveratrol,MCF7,100.0,24.0,409,C(=C/c1ccccc1)\c1ccccc1,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O
Resveratrol,MCF7,1000.0,24.0,477,C(=C/c1ccccc1)\c1ccccc1,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O
Resveratrol,MCF7,10000.0,24.0,533,C(=C/c1ccccc1)\c1ccccc1,C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O
Rigosertib (ON-01910),A549,10.0,24.0,280,O=S(=O)(/C=C/c1ccccc1)Cc1ccccc1,COC1=C(C=C(C=C1)CS(=O)(=O)/C=C/C2=C(C=C(C=C2OC)OC)OC)NCC(=O)[O-].[Na+]
Rigosertib (ON-01910),A549,100.0,24.0,228,O=S(=O)(/C=C/c1ccccc1)Cc1ccccc1,COC1=C(C=C(C=C1)CS(=O)(=O)/C=C/C2=C(C=C(C=C2OC)OC)OC)NCC(=O)[O-].[Na+]
Rigosertib (ON-01910),A549,1000.0,24.0,96,O=S(=O)(/C=C/c1ccccc1)Cc1ccccc1,COC1=C(C=C(C=C1)CS(=O)(=O)/C=C/C2=C(C=C(C=C2OC)OC)OC)NCC(=O)[O-].[Na+]
Rigosertib (ON-01910),A549,10000.0,24.0,58,O=S(=O)(/C=C/c1ccccc1)Cc1ccccc1,COC1=C(C=C(C=C1)CS(=O)(=O)/C=C/C2=C(C=C(C=C2OC)OC)OC)NCC(=O)[O-].[Na+]
Rigosertib (ON-01910),K562,10.0,24.0,230,O=S(=O)(/C=C/c1ccccc1)Cc1ccccc1,COC1=C(C=C(C=C1)CS(=O)(=O)/C=C/C2=C(C=C(C=C2OC)OC)OC)NCC(=O)[O-].[Na+]
Rigosertib (ON-01910),K562,100.0,24.0,179,O=S(=O)(/C=C/c1ccccc1)Cc1ccccc1,COC1=C(C=C(C=C1)CS(=O)(=O)/C=C/C2=C(C=C(C=C2OC)OC)OC)NCC(=O)[O-].[Na+]
Rigosertib (ON-01910),K562,1000.0,24.0,76,O=S(=O)(/C=C/c1ccccc1)Cc1ccccc1,COC1=C(C=C(C=C1)CS(=O)(=O)/C=C/C2=C(C=C(C=C2OC)OC)OC)NCC(=O)[O-].[Na+]
Rigosertib (ON-01910),K562,10000.0,24.0,66,O=S(=O)(/C=C/c1ccccc1)Cc1ccccc1,COC1=C(C=C(C=C1)CS(=O)(=O)/C=C/C2=C(C=C(C=C2OC)OC)OC)NCC(=O)[O-].[Na+]
Rigosertib (ON-01910),MCF7,10.0,24.0,469,O=S(=O)(/C=C/c1ccccc1)Cc1ccccc1,COC1=C(C=C(C=C1)CS(=O)(=O)/C=C/C2=C(C=C(C=C2OC)OC)OC)NCC(=O)[O-].[Na+]
Rigosertib (ON-01910),MCF7,100.0,24.0,391,O=S(=O)(/C=C/c1ccccc1)Cc1ccccc1,COC1=C(C=C(C=C1)CS(=O)(=O)/C=C/C2=C(C=C(C=C2OC)OC)OC)NCC(=O)[O-].[Na+]
Rigosertib (ON-01910),MCF7,1000.0,24.0,234,O=S(=O)(/C=C/c1ccccc1)Cc1ccccc1,COC1=C(C=C(C=C1)CS(=O)(=O)/C=C/C2=C(C=C(C=C2OC)OC)OC)NCC(=O)[O-].[Na+]
Rigosertib (ON-01910),MCF7,10000.0,24.0,138,O=S(=O)(/C=C/c1ccccc1)Cc1ccccc1,COC1=C(C=C(C=C1)CS(=O)(=O)/C=C/C2=C(C=C(C=C2OC)OC)OC)NCC(=O)[O-].[Na+]
"Roscovitine (Seliciclib,CYC202)",A549,10.0,24.0,245,c1ccc(CNc2ncnc3[nH]cnc23)cc1,CC[C@H](CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CC=CC=C3
"Roscovitine (Seliciclib,CYC202)",A549,100.0,24.0,221,c1ccc(CNc2ncnc3[nH]cnc23)cc1,CC[C@H](CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CC=CC=C3
"Roscovitine (Seliciclib,CYC202)",A549,1000.0,24.0,220,c1ccc(CNc2ncnc3[nH]cnc23)cc1,CC[C@H](CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CC=CC=C3
"Roscovitine (Seliciclib,CYC202)",A549,10000.0,24.0,216,c1ccc(CNc2ncnc3[nH]cnc23)cc1,CC[C@H](CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CC=CC=C3
"Roscovitine (Seliciclib,CYC202)",K562,10.0,24.0,242,c1ccc(CNc2ncnc3[nH]cnc23)cc1,CC[C@H](CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CC=CC=C3
"Roscovitine (Seliciclib,CYC202)",K562,100.0,24.0,260,c1ccc(CNc2ncnc3[nH]cnc23)cc1,CC[C@H](CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CC=CC=C3
"Roscovitine (Seliciclib,CYC202)",K562,1000.0,24.0,287,c1ccc(CNc2ncnc3[nH]cnc23)cc1,CC[C@H](CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CC=CC=C3
"Roscovitine (Seliciclib,CYC202)",K562,10000.0,24.0,298,c1ccc(CNc2ncnc3[nH]cnc23)cc1,CC[C@H](CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CC=CC=C3
"Roscovitine (Seliciclib,CYC202)",MCF7,10.0,24.0,502,c1ccc(CNc2ncnc3[nH]cnc23)cc1,CC[C@H](CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CC=CC=C3
"Roscovitine (Seliciclib,CYC202)",MCF7,100.0,24.0,391,c1ccc(CNc2ncnc3[nH]cnc23)cc1,CC[C@H](CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CC=CC=C3
"Roscovitine (Seliciclib,CYC202)",MCF7,1000.0,24.0,339,c1ccc(CNc2ncnc3[nH]cnc23)cc1,CC[C@H](CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CC=CC=C3
"Roscovitine (Seliciclib,CYC202)",MCF7,10000.0,24.0,370,c1ccc(CNc2ncnc3[nH]cnc23)cc1,CC[C@H](CO)NC1=NC(=C2C(=N1)N(C=N2)C(C)C)NCC3=CC=CC=C3
Roxadustat (FG-4592),A549,10.0,24.0,185,c1ccc(Oc2ccc3ccncc3c2)cc1,CC1=C2C=C(C=CC2=C(C(=N1)C(=O)NCC(=O)O)O)OC3=CC=CC=C3
Roxadustat (FG-4592),A549,10.0,72.0,533,c1ccc(Oc2ccc3ccncc3c2)cc1,CC1=C2C=C(C=CC2=C(C(=N1)C(=O)NCC(=O)O)O)OC3=CC=CC=C3
Roxadustat (FG-4592),A549,100.0,24.0,222,c1ccc(Oc2ccc3ccncc3c2)cc1,CC1=C2C=C(C=CC2=C(C(=N1)C(=O)NCC(=O)O)O)OC3=CC=CC=C3
Roxadustat (FG-4592),A549,100.0,72.0,576,c1ccc(Oc2ccc3ccncc3c2)cc1,CC1=C2C=C(C=CC2=C(C(=N1)C(=O)NCC(=O)O)O)OC3=CC=CC=C3
Roxadustat (FG-4592),A549,1000.0,24.0,222,c1ccc(Oc2ccc3ccncc3c2)cc1,CC1=C2C=C(C=CC2=C(C(=N1)C(=O)NCC(=O)O)O)OC3=CC=CC=C3
Roxadustat (FG-4592),A549,1000.0,72.0,565,c1ccc(Oc2ccc3ccncc3c2)cc1,CC1=C2C=C(C=CC2=C(C(=N1)C(=O)NCC(=O)O)O)OC3=CC=CC=C3
Roxadustat (FG-4592),A549,10000.0,24.0,195,c1ccc(Oc2ccc3ccncc3c2)cc1,CC1=C2C=C(C=CC2=C(C(=N1)C(=O)NCC(=O)O)O)OC3=CC=CC=C3
Roxadustat (FG-4592),A549,10000.0,72.0,453,c1ccc(Oc2ccc3ccncc3c2)cc1,CC1=C2C=C(C=CC2=C(C(=N1)C(=O)NCC(=O)O)O)OC3=CC=CC=C3
Roxadustat (FG-4592),K562,10.0,24.0,230,c1ccc(Oc2ccc3ccncc3c2)cc1,CC1=C2C=C(C=CC2=C(C(=N1)C(=O)NCC(=O)O)O)OC3=CC=CC=C3
Roxadustat (FG-4592),K562,100.0,24.0,198,c1ccc(Oc2ccc3ccncc3c2)cc1,CC1=C2C=C(C=CC2=C(C(=N1)C(=O)NCC(=O)O)O)OC3=CC=CC=C3
Roxadustat (FG-4592),K562,1000.0,24.0,248,c1ccc(Oc2ccc3ccncc3c2)cc1,CC1=C2C=C(C=CC2=C(C(=N1)C(=O)NCC(=O)O)O)OC3=CC=CC=C3
Roxadustat (FG-4592),K562,10000.0,24.0,274,c1ccc(Oc2ccc3ccncc3c2)cc1,CC1=C2C=C(C=CC2=C(C(=N1)C(=O)NCC(=O)O)O)OC3=CC=CC=C3
Roxadustat (FG-4592),MCF7,10.0,24.0,438,c1ccc(Oc2ccc3ccncc3c2)cc1,CC1=C2C=C(C=CC2=C(C(=N1)C(=O)NCC(=O)O)O)OC3=CC=CC=C3
Roxadustat (FG-4592),MCF7,100.0,24.0,439,c1ccc(Oc2ccc3ccncc3c2)cc1,CC1=C2C=C(C=CC2=C(C(=N1)C(=O)NCC(=O)O)O)OC3=CC=CC=C3
Roxadustat (FG-4592),MCF7,1000.0,24.0,563,c1ccc(Oc2ccc3ccncc3c2)cc1,CC1=C2C=C(C=CC2=C(C(=N1)C(=O)NCC(=O)O)O)OC3=CC=CC=C3
Roxadustat (FG-4592),MCF7,10000.0,24.0,556,c1ccc(Oc2ccc3ccncc3c2)cc1,CC1=C2C=C(C=CC2=C(C(=N1)C(=O)NCC(=O)O)O)OC3=CC=CC=C3
"Rucaparib (AG-014699,PF-01367338) phosphate",A549,10.0,24.0,182,O=C1NCCc2c(-c3ccccc3)[nH]c3cccc1c23,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2.OP(=O)(O)O
"Rucaparib (AG-014699,PF-01367338) phosphate",A549,10.0,72.0,501,O=C1NCCc2c(-c3ccccc3)[nH]c3cccc1c23,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2.OP(=O)(O)O
"Rucaparib (AG-014699,PF-01367338) phosphate",A549,100.0,24.0,162,O=C1NCCc2c(-c3ccccc3)[nH]c3cccc1c23,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2.OP(=O)(O)O
"Rucaparib (AG-014699,PF-01367338) phosphate",A549,100.0,72.0,520,O=C1NCCc2c(-c3ccccc3)[nH]c3cccc1c23,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2.OP(=O)(O)O
"Rucaparib (AG-014699,PF-01367338) phosphate",A549,1000.0,24.0,178,O=C1NCCc2c(-c3ccccc3)[nH]c3cccc1c23,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2.OP(=O)(O)O
"Rucaparib (AG-014699,PF-01367338) phosphate",A549,1000.0,72.0,526,O=C1NCCc2c(-c3ccccc3)[nH]c3cccc1c23,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2.OP(=O)(O)O
"Rucaparib (AG-014699,PF-01367338) phosphate",A549,10000.0,24.0,113,O=C1NCCc2c(-c3ccccc3)[nH]c3cccc1c23,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2.OP(=O)(O)O
"Rucaparib (AG-014699,PF-01367338) phosphate",A549,10000.0,72.0,426,O=C1NCCc2c(-c3ccccc3)[nH]c3cccc1c23,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2.OP(=O)(O)O
"Rucaparib (AG-014699,PF-01367338) phosphate",K562,10.0,24.0,302,O=C1NCCc2c(-c3ccccc3)[nH]c3cccc1c23,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2.OP(=O)(O)O
"Rucaparib (AG-014699,PF-01367338) phosphate",K562,100.0,24.0,226,O=C1NCCc2c(-c3ccccc3)[nH]c3cccc1c23,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2.OP(=O)(O)O
"Rucaparib (AG-014699,PF-01367338) phosphate",K562,1000.0,24.0,225,O=C1NCCc2c(-c3ccccc3)[nH]c3cccc1c23,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2.OP(=O)(O)O
"Rucaparib (AG-014699,PF-01367338) phosphate",K562,10000.0,24.0,225,O=C1NCCc2c(-c3ccccc3)[nH]c3cccc1c23,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2.OP(=O)(O)O
"Rucaparib (AG-014699,PF-01367338) phosphate",MCF7,10.0,24.0,480,O=C1NCCc2c(-c3ccccc3)[nH]c3cccc1c23,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2.OP(=O)(O)O
"Rucaparib (AG-014699,PF-01367338) phosphate",MCF7,100.0,24.0,390,O=C1NCCc2c(-c3ccccc3)[nH]c3cccc1c23,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2.OP(=O)(O)O
"Rucaparib (AG-014699,PF-01367338) phosphate",MCF7,1000.0,24.0,394,O=C1NCCc2c(-c3ccccc3)[nH]c3cccc1c23,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2.OP(=O)(O)O
"Rucaparib (AG-014699,PF-01367338) phosphate",MCF7,10000.0,24.0,446,O=C1NCCc2c(-c3ccccc3)[nH]c3cccc1c23,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2.OP(=O)(O)O
Ruxolitinib (INCB018424),A549,10.0,24.0,221,c1nc(-c2cnn(CC3CCCC3)c2)c2cc[nH]c2n1,C1CCC(C1)[C@@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
Ruxolitinib (INCB018424),A549,10.0,72.0,542,c1nc(-c2cnn(CC3CCCC3)c2)c2cc[nH]c2n1,C1CCC(C1)[C@@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
Ruxolitinib (INCB018424),A549,100.0,24.0,167,c1nc(-c2cnn(CC3CCCC3)c2)c2cc[nH]c2n1,C1CCC(C1)[C@@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
Ruxolitinib (INCB018424),A549,100.0,72.0,560,c1nc(-c2cnn(CC3CCCC3)c2)c2cc[nH]c2n1,C1CCC(C1)[C@@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
Ruxolitinib (INCB018424),A549,1000.0,24.0,256,c1nc(-c2cnn(CC3CCCC3)c2)c2cc[nH]c2n1,C1CCC(C1)[C@@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
Ruxolitinib (INCB018424),A549,1000.0,72.0,604,c1nc(-c2cnn(CC3CCCC3)c2)c2cc[nH]c2n1,C1CCC(C1)[C@@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
Ruxolitinib (INCB018424),A549,10000.0,24.0,212,c1nc(-c2cnn(CC3CCCC3)c2)c2cc[nH]c2n1,C1CCC(C1)[C@@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
Ruxolitinib (INCB018424),A549,10000.0,72.0,492,c1nc(-c2cnn(CC3CCCC3)c2)c2cc[nH]c2n1,C1CCC(C1)[C@@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
Ruxolitinib (INCB018424),K562,10.0,24.0,233,c1nc(-c2cnn(CC3CCCC3)c2)c2cc[nH]c2n1,C1CCC(C1)[C@@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
Ruxolitinib (INCB018424),K562,100.0,24.0,231,c1nc(-c2cnn(CC3CCCC3)c2)c2cc[nH]c2n1,C1CCC(C1)[C@@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
Ruxolitinib (INCB018424),K562,1000.0,24.0,205,c1nc(-c2cnn(CC3CCCC3)c2)c2cc[nH]c2n1,C1CCC(C1)[C@@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
Ruxolitinib (INCB018424),K562,10000.0,24.0,264,c1nc(-c2cnn(CC3CCCC3)c2)c2cc[nH]c2n1,C1CCC(C1)[C@@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
Ruxolitinib (INCB018424),MCF7,10.0,24.0,610,c1nc(-c2cnn(CC3CCCC3)c2)c2cc[nH]c2n1,C1CCC(C1)[C@@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
Ruxolitinib (INCB018424),MCF7,100.0,24.0,444,c1nc(-c2cnn(CC3CCCC3)c2)c2cc[nH]c2n1,C1CCC(C1)[C@@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
Ruxolitinib (INCB018424),MCF7,1000.0,24.0,473,c1nc(-c2cnn(CC3CCCC3)c2)c2cc[nH]c2n1,C1CCC(C1)[C@@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
Ruxolitinib (INCB018424),MCF7,10000.0,24.0,629,c1nc(-c2cnn(CC3CCCC3)c2)c2cc[nH]c2n1,C1CCC(C1)[C@@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
S-Ruxolitinib (INCB018424),A549,10.0,24.0,261,c1nc(-c2cnn(CC3CCCC3)c2)c2cc[nH]c2n1,C1CCC(C1)[C@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
S-Ruxolitinib (INCB018424),A549,100.0,24.0,259,c1nc(-c2cnn(CC3CCCC3)c2)c2cc[nH]c2n1,C1CCC(C1)[C@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
S-Ruxolitinib (INCB018424),A549,1000.0,24.0,263,c1nc(-c2cnn(CC3CCCC3)c2)c2cc[nH]c2n1,C1CCC(C1)[C@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
S-Ruxolitinib (INCB018424),A549,10000.0,24.0,304,c1nc(-c2cnn(CC3CCCC3)c2)c2cc[nH]c2n1,C1CCC(C1)[C@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
S-Ruxolitinib (INCB018424),K562,10.0,24.0,249,c1nc(-c2cnn(CC3CCCC3)c2)c2cc[nH]c2n1,C1CCC(C1)[C@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
S-Ruxolitinib (INCB018424),K562,100.0,24.0,215,c1nc(-c2cnn(CC3CCCC3)c2)c2cc[nH]c2n1,C1CCC(C1)[C@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
S-Ruxolitinib (INCB018424),K562,1000.0,24.0,226,c1nc(-c2cnn(CC3CCCC3)c2)c2cc[nH]c2n1,C1CCC(C1)[C@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
S-Ruxolitinib (INCB018424),K562,10000.0,24.0,245,c1nc(-c2cnn(CC3CCCC3)c2)c2cc[nH]c2n1,C1CCC(C1)[C@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
S-Ruxolitinib (INCB018424),MCF7,10.0,24.0,538,c1nc(-c2cnn(CC3CCCC3)c2)c2cc[nH]c2n1,C1CCC(C1)[C@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
S-Ruxolitinib (INCB018424),MCF7,100.0,24.0,560,c1nc(-c2cnn(CC3CCCC3)c2)c2cc[nH]c2n1,C1CCC(C1)[C@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
S-Ruxolitinib (INCB018424),MCF7,1000.0,24.0,563,c1nc(-c2cnn(CC3CCCC3)c2)c2cc[nH]c2n1,C1CCC(C1)[C@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
S-Ruxolitinib (INCB018424),MCF7,10000.0,24.0,514,c1nc(-c2cnn(CC3CCCC3)c2)c2cc[nH]c2n1,C1CCC(C1)[C@H](CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3
S3I-201,A549,10.0,24.0,226,O=C(COS(=O)(=O)c1ccccc1)Nc1ccccc1,CC1=CC=C(C=C1)S(=O)(=O)OCC(=O)NC2=CC(=C(C=C2)C(=O)O)O
S3I-201,A549,100.0,24.0,230,O=C(COS(=O)(=O)c1ccccc1)Nc1ccccc1,CC1=CC=C(C=C1)S(=O)(=O)OCC(=O)NC2=CC(=C(C=C2)C(=O)O)O
S3I-201,A549,1000.0,24.0,222,O=C(COS(=O)(=O)c1ccccc1)Nc1ccccc1,CC1=CC=C(C=C1)S(=O)(=O)OCC(=O)NC2=CC(=C(C=C2)C(=O)O)O
S3I-201,A549,10000.0,24.0,232,O=C(COS(=O)(=O)c1ccccc1)Nc1ccccc1,CC1=CC=C(C=C1)S(=O)(=O)OCC(=O)NC2=CC(=C(C=C2)C(=O)O)O
S3I-201,K562,10.0,24.0,280,O=C(COS(=O)(=O)c1ccccc1)Nc1ccccc1,CC1=CC=C(C=C1)S(=O)(=O)OCC(=O)NC2=CC(=C(C=C2)C(=O)O)O
S3I-201,K562,100.0,24.0,264,O=C(COS(=O)(=O)c1ccccc1)Nc1ccccc1,CC1=CC=C(C=C1)S(=O)(=O)OCC(=O)NC2=CC(=C(C=C2)C(=O)O)O
S3I-201,K562,1000.0,24.0,290,O=C(COS(=O)(=O)c1ccccc1)Nc1ccccc1,CC1=CC=C(C=C1)S(=O)(=O)OCC(=O)NC2=CC(=C(C=C2)C(=O)O)O
S3I-201,K562,10000.0,24.0,296,O=C(COS(=O)(=O)c1ccccc1)Nc1ccccc1,CC1=CC=C(C=C1)S(=O)(=O)OCC(=O)NC2=CC(=C(C=C2)C(=O)O)O
S3I-201,MCF7,10.0,24.0,458,O=C(COS(=O)(=O)c1ccccc1)Nc1ccccc1,CC1=CC=C(C=C1)S(=O)(=O)OCC(=O)NC2=CC(=C(C=C2)C(=O)O)O
S3I-201,MCF7,100.0,24.0,425,O=C(COS(=O)(=O)c1ccccc1)Nc1ccccc1,CC1=CC=C(C=C1)S(=O)(=O)OCC(=O)NC2=CC(=C(C=C2)C(=O)O)O
S3I-201,MCF7,1000.0,24.0,368,O=C(COS(=O)(=O)c1ccccc1)Nc1ccccc1,CC1=CC=C(C=C1)S(=O)(=O)OCC(=O)NC2=CC(=C(C=C2)C(=O)O)O
S3I-201,MCF7,10000.0,24.0,479,O=C(COS(=O)(=O)c1ccccc1)Nc1ccccc1,CC1=CC=C(C=C1)S(=O)(=O)OCC(=O)NC2=CC(=C(C=C2)C(=O)O)O
SB431542,A549,10.0,24.0,239,c1ccc(-c2nc(-c3ccc4c(c3)OCO4)c(-c3ccccn3)[nH]2)cc1,C1OC2=C(O1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5
SB431542,A549,100.0,24.0,211,c1ccc(-c2nc(-c3ccc4c(c3)OCO4)c(-c3ccccn3)[nH]2)cc1,C1OC2=C(O1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5
SB431542,A549,1000.0,24.0,205,c1ccc(-c2nc(-c3ccc4c(c3)OCO4)c(-c3ccccn3)[nH]2)cc1,C1OC2=C(O1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5
SB431542,A549,10000.0,24.0,262,c1ccc(-c2nc(-c3ccc4c(c3)OCO4)c(-c3ccccn3)[nH]2)cc1,C1OC2=C(O1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5
SB431542,K562,10.0,24.0,263,c1ccc(-c2nc(-c3ccc4c(c3)OCO4)c(-c3ccccn3)[nH]2)cc1,C1OC2=C(O1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5
SB431542,K562,100.0,24.0,235,c1ccc(-c2nc(-c3ccc4c(c3)OCO4)c(-c3ccccn3)[nH]2)cc1,C1OC2=C(O1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5
SB431542,K562,1000.0,24.0,239,c1ccc(-c2nc(-c3ccc4c(c3)OCO4)c(-c3ccccn3)[nH]2)cc1,C1OC2=C(O1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5
SB431542,K562,10000.0,24.0,324,c1ccc(-c2nc(-c3ccc4c(c3)OCO4)c(-c3ccccn3)[nH]2)cc1,C1OC2=C(O1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5
SB431542,MCF7,10.0,24.0,442,c1ccc(-c2nc(-c3ccc4c(c3)OCO4)c(-c3ccccn3)[nH]2)cc1,C1OC2=C(O1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5
SB431542,MCF7,100.0,24.0,468,c1ccc(-c2nc(-c3ccc4c(c3)OCO4)c(-c3ccccn3)[nH]2)cc1,C1OC2=C(O1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5
SB431542,MCF7,1000.0,24.0,439,c1ccc(-c2nc(-c3ccc4c(c3)OCO4)c(-c3ccccn3)[nH]2)cc1,C1OC2=C(O1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5
SB431542,MCF7,10000.0,24.0,451,c1ccc(-c2nc(-c3ccc4c(c3)OCO4)c(-c3ccccn3)[nH]2)cc1,C1OC2=C(O1)C=C(C=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5
SGI-1776 free base,A549,10.0,24.0,247,c1ccc(-c2cnc3ccc(NCC4CCNCC4)nn23)cc1,CN1CCC(CC1)CNC2=NN3C(=NC=C3C4=CC(=CC=C4)OC(F)(F)F)C=C2
SGI-1776 free base,A549,100.0,24.0,239,c1ccc(-c2cnc3ccc(NCC4CCNCC4)nn23)cc1,CN1CCC(CC1)CNC2=NN3C(=NC=C3C4=CC(=CC=C4)OC(F)(F)F)C=C2
SGI-1776 free base,A549,1000.0,24.0,236,c1ccc(-c2cnc3ccc(NCC4CCNCC4)nn23)cc1,CN1CCC(CC1)CNC2=NN3C(=NC=C3C4=CC(=CC=C4)OC(F)(F)F)C=C2
SGI-1776 free base,A549,10000.0,24.0,192,c1ccc(-c2cnc3ccc(NCC4CCNCC4)nn23)cc1,CN1CCC(CC1)CNC2=NN3C(=NC=C3C4=CC(=CC=C4)OC(F)(F)F)C=C2
SGI-1776 free base,K562,10.0,24.0,233,c1ccc(-c2cnc3ccc(NCC4CCNCC4)nn23)cc1,CN1CCC(CC1)CNC2=NN3C(=NC=C3C4=CC(=CC=C4)OC(F)(F)F)C=C2
SGI-1776 free base,K562,100.0,24.0,272,c1ccc(-c2cnc3ccc(NCC4CCNCC4)nn23)cc1,CN1CCC(CC1)CNC2=NN3C(=NC=C3C4=CC(=CC=C4)OC(F)(F)F)C=C2
SGI-1776 free base,K562,1000.0,24.0,229,c1ccc(-c2cnc3ccc(NCC4CCNCC4)nn23)cc1,CN1CCC(CC1)CNC2=NN3C(=NC=C3C4=CC(=CC=C4)OC(F)(F)F)C=C2
