sample_id,drug_id,drug_name,cell_context,dose_value,time,n_cells,smiles,scaffold,pubchem_cid
Navitoclax (ABT-263)__K562__10nM__24h,Navitoclax (ABT-263),Navitoclax (ABT-263),K562,10.0,24.0,256,CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C,O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)cc1)c1ccc(N2CCN(CC3=C(c4ccccc4)CCCC3)CC2)cc1,24978538
Navitoclax (ABT-263)__K562__100nM__24h,Navitoclax (ABT-263),Navitoclax (ABT-263),K562,100.0,24.0,257,CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C,O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)cc1)c1ccc(N2CCN(CC3=C(c4ccccc4)CCCC3)CC2)cc1,24978538
Navitoclax (ABT-263)__K562__1000nM__24h,Navitoclax (ABT-263),Navitoclax (ABT-263),K562,1000.0,24.0,242,CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C,O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)cc1)c1ccc(N2CCN(CC3=C(c4ccccc4)CCCC3)CC2)cc1,24978538
Navitoclax (ABT-263)__MCF7__10nM__24h,Navitoclax (ABT-263),Navitoclax (ABT-263),MCF7,10.0,24.0,429,CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C,O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)cc1)c1ccc(N2CCN(CC3=C(c4ccccc4)CCCC3)CC2)cc1,24978538
Navitoclax (ABT-263)__MCF7__100nM__24h,Navitoclax (ABT-263),Navitoclax (ABT-263),MCF7,100.0,24.0,551,CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C,O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)cc1)c1ccc(N2CCN(CC3=C(c4ccccc4)CCCC3)CC2)cc1,24978538
Navitoclax (ABT-263)__MCF7__1000nM__24h,Navitoclax (ABT-263),Navitoclax (ABT-263),MCF7,1000.0,24.0,407,CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C,O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)cc1)c1ccc(N2CCN(CC3=C(c4ccccc4)CCCC3)CC2)cc1,24978538
Navitoclax (ABT-263)__MCF7__10000nM__24h,Navitoclax (ABT-263),Navitoclax (ABT-263),MCF7,10000.0,24.0,248,CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)N[C@H](CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C,O=C(NS(=O)(=O)c1ccc(N[C@H](CCN2CCOCC2)CSc2ccccc2)cc1)c1ccc(N2CCN(CC3=C(c4ccccc4)CCCC3)CC2)cc1,24978538
Nilotinib (AMN-107)__A549__10nM__24h,Nilotinib (AMN-107),Nilotinib (AMN-107),A549,10.0,24.0,230,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,O=C(Nc1cccc(-n2ccnc2)c1)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,644241
Nilotinib (AMN-107)__A549__100nM__24h,Nilotinib (AMN-107),Nilotinib (AMN-107),A549,100.0,24.0,221,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,O=C(Nc1cccc(-n2ccnc2)c1)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,644241
Nilotinib (AMN-107)__A549__1000nM__24h,Nilotinib (AMN-107),Nilotinib (AMN-107),A549,1000.0,24.0,250,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,O=C(Nc1cccc(-n2ccnc2)c1)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,644241
Nilotinib (AMN-107)__A549__10000nM__24h,Nilotinib (AMN-107),Nilotinib (AMN-107),A549,10000.0,24.0,214,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,O=C(Nc1cccc(-n2ccnc2)c1)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,644241
Nilotinib (AMN-107)__K562__10nM__24h,Nilotinib (AMN-107),Nilotinib (AMN-107),K562,10.0,24.0,262,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,O=C(Nc1cccc(-n2ccnc2)c1)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,644241
Nilotinib (AMN-107)__K562__100nM__24h,Nilotinib (AMN-107),Nilotinib (AMN-107),K562,100.0,24.0,182,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,O=C(Nc1cccc(-n2ccnc2)c1)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,644241
Nilotinib (AMN-107)__K562__1000nM__24h,Nilotinib (AMN-107),Nilotinib (AMN-107),K562,1000.0,24.0,136,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,O=C(Nc1cccc(-n2ccnc2)c1)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,644241
Nilotinib (AMN-107)__K562__10000nM__24h,Nilotinib (AMN-107),Nilotinib (AMN-107),K562,10000.0,24.0,169,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,O=C(Nc1cccc(-n2ccnc2)c1)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,644241
Nilotinib (AMN-107)__MCF7__10nM__24h,Nilotinib (AMN-107),Nilotinib (AMN-107),MCF7,10.0,24.0,481,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,O=C(Nc1cccc(-n2ccnc2)c1)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,644241
Nilotinib (AMN-107)__MCF7__100nM__24h,Nilotinib (AMN-107),Nilotinib (AMN-107),MCF7,100.0,24.0,452,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,O=C(Nc1cccc(-n2ccnc2)c1)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,644241
Nilotinib (AMN-107)__MCF7__1000nM__24h,Nilotinib (AMN-107),Nilotinib (AMN-107),MCF7,1000.0,24.0,424,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,O=C(Nc1cccc(-n2ccnc2)c1)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,644241
Nilotinib (AMN-107)__MCF7__10000nM__24h,Nilotinib (AMN-107),Nilotinib (AMN-107),MCF7,10000.0,24.0,444,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,O=C(Nc1cccc(-n2ccnc2)c1)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,644241
Nintedanib (BIBF 1120)__A549__10nM__24h,Nintedanib (BIBF 1120),Nintedanib (BIBF 1120),A549,10.0,24.0,270,CN1CCN(CC1)CC(=O)N(C)C2=CC=C(C=C2)N=C(C3=CC=CC=C3)C4=C(NC5=C4C=CC(=C5)C(=O)OC)O,O=C(CN1CCNCC1)Nc1ccc(N=C(c2ccccc2)c2c[nH]c3ccccc23)cc1,135423438
Nintedanib (BIBF 1120)__A549__100nM__24h,Nintedanib (BIBF 1120),Nintedanib (BIBF 1120),A549,100.0,24.0,283,CN1CCN(CC1)CC(=O)N(C)C2=CC=C(C=C2)N=C(C3=CC=CC=C3)C4=C(NC5=C4C=CC(=C5)C(=O)OC)O,O=C(CN1CCNCC1)Nc1ccc(N=C(c2ccccc2)c2c[nH]c3ccccc23)cc1,135423438
Nintedanib (BIBF 1120)__A549__1000nM__24h,Nintedanib (BIBF 1120),Nintedanib (BIBF 1120),A549,1000.0,24.0,270,CN1CCN(CC1)CC(=O)N(C)C2=CC=C(C=C2)N=C(C3=CC=CC=C3)C4=C(NC5=C4C=CC(=C5)C(=O)OC)O,O=C(CN1CCNCC1)Nc1ccc(N=C(c2ccccc2)c2c[nH]c3ccccc23)cc1,135423438
Nintedanib (BIBF 1120)__A549__10000nM__24h,Nintedanib (BIBF 1120),Nintedanib (BIBF 1120),A549,10000.0,24.0,191,CN1CCN(CC1)CC(=O)N(C)C2=CC=C(C=C2)N=C(C3=CC=CC=C3)C4=C(NC5=C4C=CC(=C5)C(=O)OC)O,O=C(CN1CCNCC1)Nc1ccc(N=C(c2ccccc2)c2c[nH]c3ccccc23)cc1,135423438
Nintedanib (BIBF 1120)__K562__10nM__24h,Nintedanib (BIBF 1120),Nintedanib (BIBF 1120),K562,10.0,24.0,297,CN1CCN(CC1)CC(=O)N(C)C2=CC=C(C=C2)N=C(C3=CC=CC=C3)C4=C(NC5=C4C=CC(=C5)C(=O)OC)O,O=C(CN1CCNCC1)Nc1ccc(N=C(c2ccccc2)c2c[nH]c3ccccc23)cc1,135423438
Nintedanib (BIBF 1120)__K562__100nM__24h,Nintedanib (BIBF 1120),Nintedanib (BIBF 1120),K562,100.0,24.0,228,CN1CCN(CC1)CC(=O)N(C)C2=CC=C(C=C2)N=C(C3=CC=CC=C3)C4=C(NC5=C4C=CC(=C5)C(=O)OC)O,O=C(CN1CCNCC1)Nc1ccc(N=C(c2ccccc2)c2c[nH]c3ccccc23)cc1,135423438
Nintedanib (BIBF 1120)__K562__1000nM__24h,Nintedanib (BIBF 1120),Nintedanib (BIBF 1120),K562,1000.0,24.0,183,CN1CCN(CC1)CC(=O)N(C)C2=CC=C(C=C2)N=C(C3=CC=CC=C3)C4=C(NC5=C4C=CC(=C5)C(=O)OC)O,O=C(CN1CCNCC1)Nc1ccc(N=C(c2ccccc2)c2c[nH]c3ccccc23)cc1,135423438
Nintedanib (BIBF 1120)__MCF7__10nM__24h,Nintedanib (BIBF 1120),Nintedanib (BIBF 1120),MCF7,10.0,24.0,439,CN1CCN(CC1)CC(=O)N(C)C2=CC=C(C=C2)N=C(C3=CC=CC=C3)C4=C(NC5=C4C=CC(=C5)C(=O)OC)O,O=C(CN1CCNCC1)Nc1ccc(N=C(c2ccccc2)c2c[nH]c3ccccc23)cc1,135423438
Nintedanib (BIBF 1120)__MCF7__100nM__24h,Nintedanib (BIBF 1120),Nintedanib (BIBF 1120),MCF7,100.0,24.0,390,CN1CCN(CC1)CC(=O)N(C)C2=CC=C(C=C2)N=C(C3=CC=CC=C3)C4=C(NC5=C4C=CC(=C5)C(=O)OC)O,O=C(CN1CCNCC1)Nc1ccc(N=C(c2ccccc2)c2c[nH]c3ccccc23)cc1,135423438
Nintedanib (BIBF 1120)__MCF7__1000nM__24h,Nintedanib (BIBF 1120),Nintedanib (BIBF 1120),MCF7,1000.0,24.0,502,CN1CCN(CC1)CC(=O)N(C)C2=CC=C(C=C2)N=C(C3=CC=CC=C3)C4=C(NC5=C4C=CC(=C5)C(=O)OC)O,O=C(CN1CCNCC1)Nc1ccc(N=C(c2ccccc2)c2c[nH]c3ccccc23)cc1,135423438
Nintedanib (BIBF 1120)__MCF7__10000nM__24h,Nintedanib (BIBF 1120),Nintedanib (BIBF 1120),MCF7,10000.0,24.0,217,CN1CCN(CC1)CC(=O)N(C)C2=CC=C(C=C2)N=C(C3=CC=CC=C3)C4=C(NC5=C4C=CC(=C5)C(=O)OC)O,O=C(CN1CCNCC1)Nc1ccc(N=C(c2ccccc2)c2c[nH]c3ccccc23)cc1,135423438
Obatoclax Mesylate (GX15-070)__A549__10nM__24h,Obatoclax Mesylate (GX15-070),Obatoclax Mesylate (GX15-070),A549,10.0,24.0,294,CC1=CC(=C(N1)/C=C\2/C(=C/C(=C/3\C=C4C=CC=CC4=N3)/N2)OC)C.CS(=O)(=O)O,C1=c2ccccc2=N/C1=c1/cc/c(=C/c2ccc[nH]2)[nH]1,16681698
Obatoclax Mesylate (GX15-070)__A549__100nM__24h,Obatoclax Mesylate (GX15-070),Obatoclax Mesylate (GX15-070),A549,100.0,24.0,249,CC1=CC(=C(N1)/C=C\2/C(=C/C(=C/3\C=C4C=CC=CC4=N3)/N2)OC)C.CS(=O)(=O)O,C1=c2ccccc2=N/C1=c1/cc/c(=C/c2ccc[nH]2)[nH]1,16681698
Obatoclax Mesylate (GX15-070)__A549__1000nM__24h,Obatoclax Mesylate (GX15-070),Obatoclax Mesylate (GX15-070),A549,1000.0,24.0,267,CC1=CC(=C(N1)/C=C\2/C(=C/C(=C/3\C=C4C=CC=CC4=N3)/N2)OC)C.CS(=O)(=O)O,C1=c2ccccc2=N/C1=c1/cc/c(=C/c2ccc[nH]2)[nH]1,16681698
Obatoclax Mesylate (GX15-070)__A549__10000nM__24h,Obatoclax Mesylate (GX15-070),Obatoclax Mesylate (GX15-070),A549,10000.0,24.0,199,CC1=CC(=C(N1)/C=C\2/C(=C/C(=C/3\C=C4C=CC=CC4=N3)/N2)OC)C.CS(=O)(=O)O,C1=c2ccccc2=N/C1=c1/cc/c(=C/c2ccc[nH]2)[nH]1,16681698
Obatoclax Mesylate (GX15-070)__K562__10nM__24h,Obatoclax Mesylate (GX15-070),Obatoclax Mesylate (GX15-070),K562,10.0,24.0,253,CC1=CC(=C(N1)/C=C\2/C(=C/C(=C/3\C=C4C=CC=CC4=N3)/N2)OC)C.CS(=O)(=O)O,C1=c2ccccc2=N/C1=c1/cc/c(=C/c2ccc[nH]2)[nH]1,16681698
Obatoclax Mesylate (GX15-070)__K562__100nM__24h,Obatoclax Mesylate (GX15-070),Obatoclax Mesylate (GX15-070),K562,100.0,24.0,305,CC1=CC(=C(N1)/C=C\2/C(=C/C(=C/3\C=C4C=CC=CC4=N3)/N2)OC)C.CS(=O)(=O)O,C1=c2ccccc2=N/C1=c1/cc/c(=C/c2ccc[nH]2)[nH]1,16681698
Obatoclax Mesylate (GX15-070)__K562__1000nM__24h,Obatoclax Mesylate (GX15-070),Obatoclax Mesylate (GX15-070),K562,1000.0,24.0,262,CC1=CC(=C(N1)/C=C\2/C(=C/C(=C/3\C=C4C=CC=CC4=N3)/N2)OC)C.CS(=O)(=O)O,C1=c2ccccc2=N/C1=c1/cc/c(=C/c2ccc[nH]2)[nH]1,16681698
Obatoclax Mesylate (GX15-070)__K562__10000nM__24h,Obatoclax Mesylate (GX15-070),Obatoclax Mesylate (GX15-070),K562,10000.0,24.0,113,CC1=CC(=C(N1)/C=C\2/C(=C/C(=C/3\C=C4C=CC=CC4=N3)/N2)OC)C.CS(=O)(=O)O,C1=c2ccccc2=N/C1=c1/cc/c(=C/c2ccc[nH]2)[nH]1,16681698
Obatoclax Mesylate (GX15-070)__MCF7__10nM__24h,Obatoclax Mesylate (GX15-070),Obatoclax Mesylate (GX15-070),MCF7,10.0,24.0,501,CC1=CC(=C(N1)/C=C\2/C(=C/C(=C/3\C=C4C=CC=CC4=N3)/N2)OC)C.CS(=O)(=O)O,C1=c2ccccc2=N/C1=c1/cc/c(=C/c2ccc[nH]2)[nH]1,16681698
Obatoclax Mesylate (GX15-070)__MCF7__100nM__24h,Obatoclax Mesylate (GX15-070),Obatoclax Mesylate (GX15-070),MCF7,100.0,24.0,534,CC1=CC(=C(N1)/C=C\2/C(=C/C(=C/3\C=C4C=CC=CC4=N3)/N2)OC)C.CS(=O)(=O)O,C1=c2ccccc2=N/C1=c1/cc/c(=C/c2ccc[nH]2)[nH]1,16681698
Obatoclax Mesylate (GX15-070)__MCF7__1000nM__24h,Obatoclax Mesylate (GX15-070),Obatoclax Mesylate (GX15-070),MCF7,1000.0,24.0,441,CC1=CC(=C(N1)/C=C\2/C(=C/C(=C/3\C=C4C=CC=CC4=N3)/N2)OC)C.CS(=O)(=O)O,C1=c2ccccc2=N/C1=c1/cc/c(=C/c2ccc[nH]2)[nH]1,16681698
Obatoclax Mesylate (GX15-070)__MCF7__10000nM__24h,Obatoclax Mesylate (GX15-070),Obatoclax Mesylate (GX15-070),MCF7,10000.0,24.0,201,CC1=CC(=C(N1)/C=C\2/C(=C/C(=C/3\C=C4C=CC=CC4=N3)/N2)OC)C.CS(=O)(=O)O,C1=c2ccccc2=N/C1=c1/cc/c(=C/c2ccc[nH]2)[nH]1,16681698
Ofloxacin__A549__10nM__24h,Ofloxacin,Ofloxacin,A549,10.0,24.0,198,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2,4583
Ofloxacin__A549__100nM__24h,Ofloxacin,Ofloxacin,A549,100.0,24.0,250,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2,4583
Ofloxacin__A549__1000nM__24h,Ofloxacin,Ofloxacin,A549,1000.0,24.0,176,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2,4583
Ofloxacin__A549__10000nM__24h,Ofloxacin,Ofloxacin,A549,10000.0,24.0,188,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2,4583
Ofloxacin__K562__10nM__24h,Ofloxacin,Ofloxacin,K562,10.0,24.0,281,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2,4583
Ofloxacin__K562__100nM__24h,Ofloxacin,Ofloxacin,K562,100.0,24.0,277,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2,4583
Ofloxacin__K562__1000nM__24h,Ofloxacin,Ofloxacin,K562,1000.0,24.0,307,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2,4583
Ofloxacin__K562__10000nM__24h,Ofloxacin,Ofloxacin,K562,10000.0,24.0,267,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2,4583
Ofloxacin__MCF7__10nM__24h,Ofloxacin,Ofloxacin,MCF7,10.0,24.0,450,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2,4583
Ofloxacin__MCF7__100nM__24h,Ofloxacin,Ofloxacin,MCF7,100.0,24.0,493,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2,4583
Ofloxacin__MCF7__1000nM__24h,Ofloxacin,Ofloxacin,MCF7,1000.0,24.0,530,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2,4583
Ofloxacin__MCF7__10000nM__24h,Ofloxacin,Ofloxacin,MCF7,10000.0,24.0,567,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,O=c1ccn2c3c(c(N4CCNCC4)ccc13)OCC2,4583
PCI-34051__A549__10nM__24h,PCI-34051,PCI-34051,A549,10.0,24.0,196,COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO,c1ccc(Cn2ccc3ccccc32)cc1,24753719
PCI-34051__A549__100nM__24h,PCI-34051,PCI-34051,A549,100.0,24.0,217,COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO,c1ccc(Cn2ccc3ccccc32)cc1,24753719
PCI-34051__A549__1000nM__24h,PCI-34051,PCI-34051,A549,1000.0,24.0,195,COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO,c1ccc(Cn2ccc3ccccc32)cc1,24753719
PCI-34051__A549__10000nM__24h,PCI-34051,PCI-34051,A549,10000.0,24.0,149,COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO,c1ccc(Cn2ccc3ccccc32)cc1,24753719
PCI-34051__K562__10nM__24h,PCI-34051,PCI-34051,K562,10.0,24.0,257,COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO,c1ccc(Cn2ccc3ccccc32)cc1,24753719
PCI-34051__K562__100nM__24h,PCI-34051,PCI-34051,K562,100.0,24.0,261,COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO,c1ccc(Cn2ccc3ccccc32)cc1,24753719
PCI-34051__K562__1000nM__24h,PCI-34051,PCI-34051,K562,1000.0,24.0,251,COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO,c1ccc(Cn2ccc3ccccc32)cc1,24753719
PCI-34051__K562__10000nM__24h,PCI-34051,PCI-34051,K562,10000.0,24.0,196,COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO,c1ccc(Cn2ccc3ccccc32)cc1,24753719
PCI-34051__MCF7__10nM__24h,PCI-34051,PCI-34051,MCF7,10.0,24.0,420,COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO,c1ccc(Cn2ccc3ccccc32)cc1,24753719
PCI-34051__MCF7__100nM__24h,PCI-34051,PCI-34051,MCF7,100.0,24.0,460,COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO,c1ccc(Cn2ccc3ccccc32)cc1,24753719
PCI-34051__MCF7__1000nM__24h,PCI-34051,PCI-34051,MCF7,1000.0,24.0,421,COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO,c1ccc(Cn2ccc3ccccc32)cc1,24753719
PCI-34051__MCF7__10000nM__24h,PCI-34051,PCI-34051,MCF7,10000.0,24.0,362,COC1=CC=C(C=C1)CN2C=CC3=C2C=C(C=C3)C(=O)NO,c1ccc(Cn2ccc3ccccc32)cc1,24753719
PD98059__A549__10nM__24h,PD98059,PD98059,A549,10.0,24.0,236,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2,O=c1cc(-c2ccccc2)oc2ccccc12,4713
PD98059__A549__100nM__24h,PD98059,PD98059,A549,100.0,24.0,258,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2,O=c1cc(-c2ccccc2)oc2ccccc12,4713
PD98059__A549__1000nM__24h,PD98059,PD98059,A549,1000.0,24.0,224,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2,O=c1cc(-c2ccccc2)oc2ccccc12,4713
PD98059__A549__10000nM__24h,PD98059,PD98059,A549,10000.0,24.0,255,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2,O=c1cc(-c2ccccc2)oc2ccccc12,4713
PD98059__K562__10nM__24h,PD98059,PD98059,K562,10.0,24.0,269,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2,O=c1cc(-c2ccccc2)oc2ccccc12,4713
PD98059__K562__100nM__24h,PD98059,PD98059,K562,100.0,24.0,231,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2,O=c1cc(-c2ccccc2)oc2ccccc12,4713
PD98059__K562__1000nM__24h,PD98059,PD98059,K562,1000.0,24.0,275,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2,O=c1cc(-c2ccccc2)oc2ccccc12,4713
PD98059__K562__10000nM__24h,PD98059,PD98059,K562,10000.0,24.0,255,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2,O=c1cc(-c2ccccc2)oc2ccccc12,4713
PD98059__MCF7__10nM__24h,PD98059,PD98059,MCF7,10.0,24.0,553,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2,O=c1cc(-c2ccccc2)oc2ccccc12,4713
PD98059__MCF7__100nM__24h,PD98059,PD98059,MCF7,100.0,24.0,601,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2,O=c1cc(-c2ccccc2)oc2ccccc12,4713
PD98059__MCF7__1000nM__24h,PD98059,PD98059,MCF7,1000.0,24.0,514,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2,O=c1cc(-c2ccccc2)oc2ccccc12,4713
PD98059__MCF7__10000nM__24h,PD98059,PD98059,MCF7,10000.0,24.0,542,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2,O=c1cc(-c2ccccc2)oc2ccccc12,4713
PD173074__A549__10nM__24h,PD173074,PD173074,A549,10.0,24.0,240,CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C,c1ccc(-c2cnc3ncncc3c2)cc1,1401
PD173074__A549__100nM__24h,PD173074,PD173074,A549,100.0,24.0,253,CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C,c1ccc(-c2cnc3ncncc3c2)cc1,1401
PD173074__A549__1000nM__24h,PD173074,PD173074,A549,1000.0,24.0,227,CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=CC(=CC(=C3)OC)OC)NC(=O)NC(C)(C)C,c1ccc(-c2cnc3ncncc3c2)cc1,1401
