sample_id,drug_id,drug_name,cell_context,dose_value,time,n_cells,smiles,scaffold,pubchem_cid,split_random,split_cell_heldout,split_scaffold_heldout,split_cell_scaffold_heldout
AG-14361__K562__10nM__24h,AG-14361,AG-14361,K562,10.0,24.0,243,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O,O=C1NCCn2c(-c3ccccc3)nc3cccc1c32,9840076,train,train,train,train
AG-14361__K562__100nM__24h,AG-14361,AG-14361,K562,100.0,24.0,236,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O,O=C1NCCn2c(-c3ccccc3)nc3cccc1c32,9840076,train,train,train,train
AG-14361__K562__1000nM__24h,AG-14361,AG-14361,K562,1000.0,24.0,228,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O,O=C1NCCn2c(-c3ccccc3)nc3cccc1c32,9840076,train,train,train,train
AG-14361__K562__10000nM__24h,AG-14361,AG-14361,K562,10000.0,24.0,220,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O,O=C1NCCn2c(-c3ccccc3)nc3cccc1c32,9840076,train,train,train,train
AG-14361__MCF7__10nM__24h,AG-14361,AG-14361,MCF7,10.0,24.0,543,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O,O=C1NCCn2c(-c3ccccc3)nc3cccc1c32,9840076,test,test,train,excluded
AG-14361__MCF7__100nM__24h,AG-14361,AG-14361,MCF7,100.0,24.0,610,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O,O=C1NCCn2c(-c3ccccc3)nc3cccc1c32,9840076,test,test,train,excluded
AG-14361__MCF7__1000nM__24h,AG-14361,AG-14361,MCF7,1000.0,24.0,523,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O,O=C1NCCn2c(-c3ccccc3)nc3cccc1c32,9840076,train,test,train,excluded
AG-14361__MCF7__10000nM__24h,AG-14361,AG-14361,MCF7,10000.0,24.0,493,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O,O=C1NCCn2c(-c3ccccc3)nc3cccc1c32,9840076,train,test,train,excluded
AICAR (Acadesine)__A549__10nM__24h,AICAR (Acadesine),AICAR (Acadesine),A549,10.0,24.0,272,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,c1cn([C@H]2CCCO2)cn1,17513,test,train,test,excluded
AICAR (Acadesine)__A549__100nM__24h,AICAR (Acadesine),AICAR (Acadesine),A549,100.0,24.0,226,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,c1cn([C@H]2CCCO2)cn1,17513,train,train,test,excluded
AICAR (Acadesine)__A549__1000nM__24h,AICAR (Acadesine),AICAR (Acadesine),A549,1000.0,24.0,246,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,c1cn([C@H]2CCCO2)cn1,17513,train,train,test,excluded
AICAR (Acadesine)__A549__10000nM__24h,AICAR (Acadesine),AICAR (Acadesine),A549,10000.0,24.0,270,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,c1cn([C@H]2CCCO2)cn1,17513,train,train,test,excluded
AICAR (Acadesine)__K562__10nM__24h,AICAR (Acadesine),AICAR (Acadesine),K562,10.0,24.0,240,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,c1cn([C@H]2CCCO2)cn1,17513,train,train,test,excluded
AICAR (Acadesine)__K562__100nM__24h,AICAR (Acadesine),AICAR (Acadesine),K562,100.0,24.0,279,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,c1cn([C@H]2CCCO2)cn1,17513,train,train,test,excluded
AICAR (Acadesine)__K562__1000nM__24h,AICAR (Acadesine),AICAR (Acadesine),K562,1000.0,24.0,258,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,c1cn([C@H]2CCCO2)cn1,17513,train,train,test,excluded
AICAR (Acadesine)__K562__10000nM__24h,AICAR (Acadesine),AICAR (Acadesine),K562,10000.0,24.0,285,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,c1cn([C@H]2CCCO2)cn1,17513,test,train,test,excluded
AICAR (Acadesine)__MCF7__10nM__24h,AICAR (Acadesine),AICAR (Acadesine),MCF7,10.0,24.0,579,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,c1cn([C@H]2CCCO2)cn1,17513,train,test,test,test
AICAR (Acadesine)__MCF7__100nM__24h,AICAR (Acadesine),AICAR (Acadesine),MCF7,100.0,24.0,530,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,c1cn([C@H]2CCCO2)cn1,17513,train,test,test,test
AICAR (Acadesine)__MCF7__1000nM__24h,AICAR (Acadesine),AICAR (Acadesine),MCF7,1000.0,24.0,405,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,c1cn([C@H]2CCCO2)cn1,17513,train,test,test,test
AICAR (Acadesine)__MCF7__10000nM__24h,AICAR (Acadesine),AICAR (Acadesine),MCF7,10000.0,24.0,414,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N,c1cn([C@H]2CCCO2)cn1,17513,train,test,test,test
AMG-900__A549__10nM__24h,AMG-900,AMG-900,A549,10.0,24.0,169,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,c1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccncn4)cc3)c3ccccc23)c1,24856041,train,train,train,train
AMG-900__A549__100nM__24h,AMG-900,AMG-900,A549,100.0,24.0,161,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,c1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccncn4)cc3)c3ccccc23)c1,24856041,test,train,train,train
AMG-900__A549__1000nM__24h,AMG-900,AMG-900,A549,1000.0,24.0,149,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,c1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccncn4)cc3)c3ccccc23)c1,24856041,train,train,train,train
AMG-900__A549__10000nM__24h,AMG-900,AMG-900,A549,10000.0,24.0,180,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,c1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccncn4)cc3)c3ccccc23)c1,24856041,test,train,train,train
AMG-900__K562__10nM__24h,AMG-900,AMG-900,K562,10.0,24.0,202,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,c1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccncn4)cc3)c3ccccc23)c1,24856041,test,train,train,train
AMG-900__K562__100nM__24h,AMG-900,AMG-900,K562,100.0,24.0,209,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,c1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccncn4)cc3)c3ccccc23)c1,24856041,train,train,train,train
AMG-900__K562__1000nM__24h,AMG-900,AMG-900,K562,1000.0,24.0,223,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,c1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccncn4)cc3)c3ccccc23)c1,24856041,train,train,train,train
AMG-900__K562__10000nM__24h,AMG-900,AMG-900,K562,10000.0,24.0,213,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,c1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccncn4)cc3)c3ccccc23)c1,24856041,train,train,train,train
AMG-900__MCF7__10nM__24h,AMG-900,AMG-900,MCF7,10.0,24.0,425,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,c1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccncn4)cc3)c3ccccc23)c1,24856041,train,test,train,excluded
AMG-900__MCF7__100nM__24h,AMG-900,AMG-900,MCF7,100.0,24.0,419,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,c1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccncn4)cc3)c3ccccc23)c1,24856041,train,test,train,excluded
AMG-900__MCF7__1000nM__24h,AMG-900,AMG-900,MCF7,1000.0,24.0,358,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,c1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccncn4)cc3)c3ccccc23)c1,24856041,train,test,train,excluded
AMG-900__MCF7__10000nM__24h,AMG-900,AMG-900,MCF7,10000.0,24.0,412,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N,c1csc(-c2nnc(Nc3ccc(Oc4ncccc4-c4ccncn4)cc3)c3ccccc23)c1,24856041,train,test,train,excluded
AR-42__A549__10nM__24h,AR-42,AR-42,A549,10.0,24.0,213,CC(C)[C@@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO,O=C(Cc1ccccc1)Nc1ccccc1,6918848,train,train,train,train
AR-42__A549__100nM__24h,AR-42,AR-42,A549,100.0,24.0,228,CC(C)[C@@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO,O=C(Cc1ccccc1)Nc1ccccc1,6918848,train,train,train,train
AR-42__A549__1000nM__24h,AR-42,AR-42,A549,1000.0,24.0,168,CC(C)[C@@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO,O=C(Cc1ccccc1)Nc1ccccc1,6918848,train,train,train,train
AR-42__A549__10000nM__24h,AR-42,AR-42,A549,10000.0,24.0,122,CC(C)[C@@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO,O=C(Cc1ccccc1)Nc1ccccc1,6918848,train,train,train,train
AR-42__K562__10nM__24h,AR-42,AR-42,K562,10.0,24.0,256,CC(C)[C@@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO,O=C(Cc1ccccc1)Nc1ccccc1,6918848,train,train,train,train
AR-42__K562__100nM__24h,AR-42,AR-42,K562,100.0,24.0,192,CC(C)[C@@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO,O=C(Cc1ccccc1)Nc1ccccc1,6918848,test,train,train,train
AR-42__K562__1000nM__24h,AR-42,AR-42,K562,1000.0,24.0,137,CC(C)[C@@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO,O=C(Cc1ccccc1)Nc1ccccc1,6918848,train,train,train,train
AR-42__K562__10000nM__24h,AR-42,AR-42,K562,10000.0,24.0,104,CC(C)[C@@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO,O=C(Cc1ccccc1)Nc1ccccc1,6918848,test,train,train,train
AR-42__MCF7__10nM__24h,AR-42,AR-42,MCF7,10.0,24.0,506,CC(C)[C@@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO,O=C(Cc1ccccc1)Nc1ccccc1,6918848,train,test,train,excluded
AR-42__MCF7__100nM__24h,AR-42,AR-42,MCF7,100.0,24.0,496,CC(C)[C@@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO,O=C(Cc1ccccc1)Nc1ccccc1,6918848,train,test,train,excluded
AR-42__MCF7__1000nM__24h,AR-42,AR-42,MCF7,1000.0,24.0,450,CC(C)[C@@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO,O=C(Cc1ccccc1)Nc1ccccc1,6918848,test,test,train,excluded
AR-42__MCF7__10000nM__24h,AR-42,AR-42,MCF7,10000.0,24.0,457,CC(C)[C@@H](C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO,O=C(Cc1ccccc1)Nc1ccccc1,6918848,train,test,train,excluded
AT9283__A549__10nM__24h,AT9283,AT9283,A549,10.0,24.0,113,C1CC1NC(=O)NC2=C(NN=C2)C3=NC4=C(N3)C=C(C=C4)CN5CCOCC5,O=C(Nc1cn[nH]c1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,135398495,train,train,train,train
AT9283__A549__100nM__24h,AT9283,AT9283,A549,100.0,24.0,105,C1CC1NC(=O)NC2=C(NN=C2)C3=NC4=C(N3)C=C(C=C4)CN5CCOCC5,O=C(Nc1cn[nH]c1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,135398495,test,train,train,train
AT9283__A549__1000nM__24h,AT9283,AT9283,A549,1000.0,24.0,149,C1CC1NC(=O)NC2=C(NN=C2)C3=NC4=C(N3)C=C(C=C4)CN5CCOCC5,O=C(Nc1cn[nH]c1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,135398495,train,train,train,train
AT9283__A549__10000nM__24h,AT9283,AT9283,A549,10000.0,24.0,107,C1CC1NC(=O)NC2=C(NN=C2)C3=NC4=C(N3)C=C(C=C4)CN5CCOCC5,O=C(Nc1cn[nH]c1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,135398495,train,train,train,train
AT9283__K562__10nM__24h,AT9283,AT9283,K562,10.0,24.0,215,C1CC1NC(=O)NC2=C(NN=C2)C3=NC4=C(N3)C=C(C=C4)CN5CCOCC5,O=C(Nc1cn[nH]c1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,135398495,train,train,train,train
AT9283__K562__100nM__24h,AT9283,AT9283,K562,100.0,24.0,184,C1CC1NC(=O)NC2=C(NN=C2)C3=NC4=C(N3)C=C(C=C4)CN5CCOCC5,O=C(Nc1cn[nH]c1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,135398495,train,train,train,train
AT9283__K562__1000nM__24h,AT9283,AT9283,K562,1000.0,24.0,160,C1CC1NC(=O)NC2=C(NN=C2)C3=NC4=C(N3)C=C(C=C4)CN5CCOCC5,O=C(Nc1cn[nH]c1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,135398495,train,train,train,train
AT9283__MCF7__10nM__24h,AT9283,AT9283,MCF7,10.0,24.0,404,C1CC1NC(=O)NC2=C(NN=C2)C3=NC4=C(N3)C=C(C=C4)CN5CCOCC5,O=C(Nc1cn[nH]c1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,135398495,test,test,train,excluded
AT9283__MCF7__100nM__24h,AT9283,AT9283,MCF7,100.0,24.0,286,C1CC1NC(=O)NC2=C(NN=C2)C3=NC4=C(N3)C=C(C=C4)CN5CCOCC5,O=C(Nc1cn[nH]c1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,135398495,train,test,train,excluded
AT9283__MCF7__1000nM__24h,AT9283,AT9283,MCF7,1000.0,24.0,311,C1CC1NC(=O)NC2=C(NN=C2)C3=NC4=C(N3)C=C(C=C4)CN5CCOCC5,O=C(Nc1cn[nH]c1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,135398495,test,test,train,excluded
AT9283__MCF7__10000nM__24h,AT9283,AT9283,MCF7,10000.0,24.0,363,C1CC1NC(=O)NC2=C(NN=C2)C3=NC4=C(N3)C=C(C=C4)CN5CCOCC5,O=C(Nc1cn[nH]c1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,135398495,train,test,train,excluded
AZ 960__A549__10nM__24h,AZ 960,AZ 960,A549,10.0,24.0,183,CC1=CC(=NN1)NC2=C(C=C(C(=N2)N[C@@H](C)C3=CC=C(C=C3)F)C#N)F,c1ccc(CNc2cccc(Nc3cc[nH]n3)n2)cc1,25099184,train,train,train,train
AZ 960__A549__100nM__24h,AZ 960,AZ 960,A549,100.0,24.0,246,CC1=CC(=NN1)NC2=C(C=C(C(=N2)N[C@@H](C)C3=CC=C(C=C3)F)C#N)F,c1ccc(CNc2cccc(Nc3cc[nH]n3)n2)cc1,25099184,train,train,train,train
AZ 960__A549__1000nM__24h,AZ 960,AZ 960,A549,1000.0,24.0,209,CC1=CC(=NN1)NC2=C(C=C(C(=N2)N[C@@H](C)C3=CC=C(C=C3)F)C#N)F,c1ccc(CNc2cccc(Nc3cc[nH]n3)n2)cc1,25099184,train,train,train,train
AZ 960__A549__10000nM__24h,AZ 960,AZ 960,A549,10000.0,24.0,131,CC1=CC(=NN1)NC2=C(C=C(C(=N2)N[C@@H](C)C3=CC=C(C=C3)F)C#N)F,c1ccc(CNc2cccc(Nc3cc[nH]n3)n2)cc1,25099184,train,train,train,train
AZ 960__K562__10nM__24h,AZ 960,AZ 960,K562,10.0,24.0,249,CC1=CC(=NN1)NC2=C(C=C(C(=N2)N[C@@H](C)C3=CC=C(C=C3)F)C#N)F,c1ccc(CNc2cccc(Nc3cc[nH]n3)n2)cc1,25099184,train,train,train,train
AZ 960__K562__100nM__24h,AZ 960,AZ 960,K562,100.0,24.0,241,CC1=CC(=NN1)NC2=C(C=C(C(=N2)N[C@@H](C)C3=CC=C(C=C3)F)C#N)F,c1ccc(CNc2cccc(Nc3cc[nH]n3)n2)cc1,25099184,train,train,train,train
AZ 960__K562__1000nM__24h,AZ 960,AZ 960,K562,1000.0,24.0,180,CC1=CC(=NN1)NC2=C(C=C(C(=N2)N[C@@H](C)C3=CC=C(C=C3)F)C#N)F,c1ccc(CNc2cccc(Nc3cc[nH]n3)n2)cc1,25099184,train,train,train,train
AZ 960__K562__10000nM__24h,AZ 960,AZ 960,K562,10000.0,24.0,154,CC1=CC(=NN1)NC2=C(C=C(C(=N2)N[C@@H](C)C3=CC=C(C=C3)F)C#N)F,c1ccc(CNc2cccc(Nc3cc[nH]n3)n2)cc1,25099184,train,train,train,train
AZ 960__MCF7__10nM__24h,AZ 960,AZ 960,MCF7,10.0,24.0,641,CC1=CC(=NN1)NC2=C(C=C(C(=N2)N[C@@H](C)C3=CC=C(C=C3)F)C#N)F,c1ccc(CNc2cccc(Nc3cc[nH]n3)n2)cc1,25099184,train,test,train,excluded
AZ 960__MCF7__100nM__24h,AZ 960,AZ 960,MCF7,100.0,24.0,545,CC1=CC(=NN1)NC2=C(C=C(C(=N2)N[C@@H](C)C3=CC=C(C=C3)F)C#N)F,c1ccc(CNc2cccc(Nc3cc[nH]n3)n2)cc1,25099184,train,test,train,excluded
AZ 960__MCF7__1000nM__24h,AZ 960,AZ 960,MCF7,1000.0,24.0,401,CC1=CC(=NN1)NC2=C(C=C(C(=N2)N[C@@H](C)C3=CC=C(C=C3)F)C#N)F,c1ccc(CNc2cccc(Nc3cc[nH]n3)n2)cc1,25099184,train,test,train,excluded
AZ 960__MCF7__10000nM__24h,AZ 960,AZ 960,MCF7,10000.0,24.0,279,CC1=CC(=NN1)NC2=C(C=C(C(=N2)N[C@@H](C)C3=CC=C(C=C3)F)C#N)F,c1ccc(CNc2cccc(Nc3cc[nH]n3)n2)cc1,25099184,train,test,train,excluded
AZD1480__A549__10nM__24h,AZD1480,AZD1480,A549,10.0,24.0,221,CC1=CC(=NN1)NC2=NC(=NC=C2Cl)N[C@@H](C)C3=NC=C(C=N3)F,c1cnc(CNc2nccc(Nc3cc[nH]n3)n2)nc1,16659841,train,train,train,train
AZD1480__A549__100nM__24h,AZD1480,AZD1480,A549,100.0,24.0,214,CC1=CC(=NN1)NC2=NC(=NC=C2Cl)N[C@@H](C)C3=NC=C(C=N3)F,c1cnc(CNc2nccc(Nc3cc[nH]n3)n2)nc1,16659841,train,train,train,train
AZD1480__A549__1000nM__24h,AZD1480,AZD1480,A549,1000.0,24.0,168,CC1=CC(=NN1)NC2=NC(=NC=C2Cl)N[C@@H](C)C3=NC=C(C=N3)F,c1cnc(CNc2nccc(Nc3cc[nH]n3)n2)nc1,16659841,train,train,train,train
AZD1480__A549__10000nM__24h,AZD1480,AZD1480,A549,10000.0,24.0,155,CC1=CC(=NN1)NC2=NC(=NC=C2Cl)N[C@@H](C)C3=NC=C(C=N3)F,c1cnc(CNc2nccc(Nc3cc[nH]n3)n2)nc1,16659841,train,train,train,train
AZD1480__K562__10nM__24h,AZD1480,AZD1480,K562,10.0,24.0,273,CC1=CC(=NN1)NC2=NC(=NC=C2Cl)N[C@@H](C)C3=NC=C(C=N3)F,c1cnc(CNc2nccc(Nc3cc[nH]n3)n2)nc1,16659841,test,train,train,train
AZD1480__K562__100nM__24h,AZD1480,AZD1480,K562,100.0,24.0,239,CC1=CC(=NN1)NC2=NC(=NC=C2Cl)N[C@@H](C)C3=NC=C(C=N3)F,c1cnc(CNc2nccc(Nc3cc[nH]n3)n2)nc1,16659841,train,train,train,train
AZD1480__K562__1000nM__24h,AZD1480,AZD1480,K562,1000.0,24.0,209,CC1=CC(=NN1)NC2=NC(=NC=C2Cl)N[C@@H](C)C3=NC=C(C=N3)F,c1cnc(CNc2nccc(Nc3cc[nH]n3)n2)nc1,16659841,train,train,train,train
AZD1480__K562__10000nM__24h,AZD1480,AZD1480,K562,10000.0,24.0,113,CC1=CC(=NN1)NC2=NC(=NC=C2Cl)N[C@@H](C)C3=NC=C(C=N3)F,c1cnc(CNc2nccc(Nc3cc[nH]n3)n2)nc1,16659841,train,train,train,train
AZD1480__MCF7__10nM__24h,AZD1480,AZD1480,MCF7,10.0,24.0,529,CC1=CC(=NN1)NC2=NC(=NC=C2Cl)N[C@@H](C)C3=NC=C(C=N3)F,c1cnc(CNc2nccc(Nc3cc[nH]n3)n2)nc1,16659841,train,test,train,excluded
AZD1480__MCF7__100nM__24h,AZD1480,AZD1480,MCF7,100.0,24.0,516,CC1=CC(=NN1)NC2=NC(=NC=C2Cl)N[C@@H](C)C3=NC=C(C=N3)F,c1cnc(CNc2nccc(Nc3cc[nH]n3)n2)nc1,16659841,train,test,train,excluded
AZD1480__MCF7__1000nM__24h,AZD1480,AZD1480,MCF7,1000.0,24.0,362,CC1=CC(=NN1)NC2=NC(=NC=C2Cl)N[C@@H](C)C3=NC=C(C=N3)F,c1cnc(CNc2nccc(Nc3cc[nH]n3)n2)nc1,16659841,train,test,train,excluded
AZD1480__MCF7__10000nM__24h,AZD1480,AZD1480,MCF7,10000.0,24.0,252,CC1=CC(=NN1)NC2=NC(=NC=C2Cl)N[C@@H](C)C3=NC=C(C=N3)F,c1cnc(CNc2nccc(Nc3cc[nH]n3)n2)nc1,16659841,train,test,train,excluded
Abexinostat (PCI-24781)__A549__10nM__24h,Abexinostat (PCI-24781),Abexinostat (PCI-24781),A549,10.0,24.0,208,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO,O=C(NCCOc1ccccc1)c1cc2ccccc2o1,11749858,train,train,test,excluded
Abexinostat (PCI-24781)__A549__100nM__24h,Abexinostat (PCI-24781),Abexinostat (PCI-24781),A549,100.0,24.0,209,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO,O=C(NCCOc1ccccc1)c1cc2ccccc2o1,11749858,train,train,test,excluded
Abexinostat (PCI-24781)__A549__1000nM__24h,Abexinostat (PCI-24781),Abexinostat (PCI-24781),A549,1000.0,24.0,198,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO,O=C(NCCOc1ccccc1)c1cc2ccccc2o1,11749858,train,train,test,excluded
Abexinostat (PCI-24781)__A549__10000nM__24h,Abexinostat (PCI-24781),Abexinostat (PCI-24781),A549,10000.0,24.0,157,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO,O=C(NCCOc1ccccc1)c1cc2ccccc2o1,11749858,train,train,test,excluded
Abexinostat (PCI-24781)__K562__10nM__24h,Abexinostat (PCI-24781),Abexinostat (PCI-24781),K562,10.0,24.0,223,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO,O=C(NCCOc1ccccc1)c1cc2ccccc2o1,11749858,train,train,test,excluded
Abexinostat (PCI-24781)__K562__100nM__24h,Abexinostat (PCI-24781),Abexinostat (PCI-24781),K562,100.0,24.0,198,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO,O=C(NCCOc1ccccc1)c1cc2ccccc2o1,11749858,test,train,test,excluded
Abexinostat (PCI-24781)__K562__1000nM__24h,Abexinostat (PCI-24781),Abexinostat (PCI-24781),K562,1000.0,24.0,126,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO,O=C(NCCOc1ccccc1)c1cc2ccccc2o1,11749858,train,train,test,excluded
Abexinostat (PCI-24781)__MCF7__10nM__24h,Abexinostat (PCI-24781),Abexinostat (PCI-24781),MCF7,10.0,24.0,486,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO,O=C(NCCOc1ccccc1)c1cc2ccccc2o1,11749858,train,test,test,test
Abexinostat (PCI-24781)__MCF7__100nM__24h,Abexinostat (PCI-24781),Abexinostat (PCI-24781),MCF7,100.0,24.0,456,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO,O=C(NCCOc1ccccc1)c1cc2ccccc2o1,11749858,train,test,test,test
Abexinostat (PCI-24781)__MCF7__1000nM__24h,Abexinostat (PCI-24781),Abexinostat (PCI-24781),MCF7,1000.0,24.0,450,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO,O=C(NCCOc1ccccc1)c1cc2ccccc2o1,11749858,test,test,test,test
Abexinostat (PCI-24781)__MCF7__10000nM__24h,Abexinostat (PCI-24781),Abexinostat (PCI-24781),MCF7,10000.0,24.0,536,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO,O=C(NCCOc1ccccc1)c1cc2ccccc2o1,11749858,train,test,test,test
Alendronate sodium trihydrate__A549__10nM__24h,Alendronate sodium trihydrate,Alendronate sodium trihydrate,A549,10.0,24.0,248,C(CC(O)(P(=O)(O)O)P(=O)(O)[O-])CN.O.O.O.[Na+],,23681107,train,train,train,train
Alendronate sodium trihydrate__A549__100nM__24h,Alendronate sodium trihydrate,Alendronate sodium trihydrate,A549,100.0,24.0,225,C(CC(O)(P(=O)(O)O)P(=O)(O)[O-])CN.O.O.O.[Na+],,23681107,train,train,train,train
